"Class"	"Phylum"
"5110"	NA	NA
"5111"	"Gammaproteobacteria"	"Proteobacteria"
"5112"	"Clostridia"	"Firmicutes"
"5113"	"Actinomycetia"	"Actinobacteriota"
"5114"	"Gammaproteobacteria"	"Proteobacteria"
"5115"	"Alphaproteobacteria"	"Proteobacteria"
"5116"	"Gammaproteobacteria"	"Proteobacteria"
"5117"	"Gammaproteobacteria"	"Proteobacteria"
"5118"	"Gammaproteobacteria"	"Proteobacteria"
"5119"	"Gammaproteobacteria"	"Proteobacteria"
"5120"	"Gammaproteobacteria"	"Proteobacteria"
"5121"	"Alphaproteobacteria"	"Proteobacteria"
"5122"	"Thermotogae"	"Thermotogota"
"5123"	"Gammaproteobacteria"	"Proteobacteria"
"5124"	"Bacteroidia"	"Bacteroidota"
"5125"	"Bacteroidia"	"Bacteroidota"
"5126"	"Bacilli"	"Firmicutes"
"5127"	"Actinomycetia"	"Actinobacteriota"
"5128"	"Actinomycetia"	"Actinobacteriota"
"5129"	"Actinomycetia"	"Actinobacteriota"
"5130"	"Gammaproteobacteria"	"Proteobacteria"
"5131"	"Bacilli"	"Firmicutes"
"5132"	"Gammaproteobacteria"	"Proteobacteria"
"5133"	"Bacilli"	"Firmicutes"
"5134"	"Actinomycetia"	"Actinobacteriota"
"5135"	"Bacilli"	"Firmicutes"
"5136"	"Bacilli"	"Firmicutes"
"5137"	"Actinomycetia"	"Actinobacteriota"
"5138"	"Bacilli"	"Firmicutes"
"5139"	"Bacilli"	"Firmicutes"
"5140"	"Bacilli"	"Firmicutes"
"5141"	"Bacilli"	"Firmicutes"
"5142"	"Bacilli"	"Firmicutes"
"5143"	"Bacilli"	"Firmicutes"
"5144"	"Bacilli"	"Firmicutes"
"5145"	"Bacilli"	"Firmicutes"
"5146"	"Bacilli"	"Firmicutes"
"5147"	"Bacilli"	"Firmicutes"
"5148"	"Gammaproteobacteria"	"Proteobacteria"
"5149"	"Gammaproteobacteria"	"Proteobacteria"
"5150"	"Gammaproteobacteria"	"Proteobacteria"
"5151"	"Actinomycetia"	"Actinobacteriota"
"5152"	"Bacilli"	"Firmicutes"
"5153"	"Gammaproteobacteria"	"Proteobacteria"
"5154"	"Actinomycetia"	"Actinobacteriota"
"5155"	"Bacilli"	"Firmicutes"
"5156"	"Bacilli"	"Firmicutes"
"5157"	"Actinomycetia"	"Actinobacteriota"
"5158"	"Bacilli"	"Firmicutes"
"5159"	"Gammaproteobacteria"	"Proteobacteria"
"5160"	"Bacilli"	"Firmicutes"
"5161"	"Actinomycetia"	"Actinobacteriota"
"5162"	"Alphaproteobacteria"	"Proteobacteria"
"5163"	"Bacilli"	"Firmicutes"
"5164"	"Gammaproteobacteria"	"Proteobacteria"
"5165"	"Gammaproteobacteria"	"Proteobacteria"
"5166"	"Gammaproteobacteria"	"Proteobacteria"
"5167"	"Gammaproteobacteria"	"Proteobacteria"
"5168"	"Gammaproteobacteria"	"Proteobacteria"
"5169"	"Gammaproteobacteria"	"Proteobacteria"
"5170"	"Gammaproteobacteria"	"Proteobacteria"
"5171"	"Gammaproteobacteria"	"Proteobacteria"
"5172"	"Gammaproteobacteria"	"Proteobacteria"
"5173"	"Gammaproteobacteria"	"Proteobacteria"
"5174"	"Gammaproteobacteria"	"Proteobacteria"
"5175"	"Gammaproteobacteria"	"Proteobacteria"
"5176"	"Gammaproteobacteria"	"Proteobacteria"
"5177"	"Campylobacteria"	"Campylobacterota"
"5178"	"Campylobacteria"	"Campylobacterota"
"5179"	"Alphaproteobacteria"	"Proteobacteria"
"5180"	"Chlorobia"	"Bacteroidota"
"5181"	"Alphaproteobacteria"	"Proteobacteria"
"5182"	"Gammaproteobacteria"	"Proteobacteria"
"5183"	"Gammaproteobacteria"	"Proteobacteria"
"5184"	"Gammaproteobacteria"	"Proteobacteria"
"5185"	"Gammaproteobacteria"	"Proteobacteria"
"5186"	"Campylobacteria"	"Campylobacterota"
"5187"	"Alphaproteobacteria"	"Proteobacteria"
"5188"	"Bacilli"	"Firmicutes"
"5189"	"Bacilli"	"Firmicutes"
"5190"	"Bacilli"	"Firmicutes"
"5191"	"Bacilli"	"Firmicutes"
"5192"	"Actinomycetia"	"Actinobacteriota"
"5193"	"Bacilli"	"Firmicutes"
"5194"	"Bacilli"	"Firmicutes"
"5195"	"Gammaproteobacteria"	"Proteobacteria"
"5196"	"Clostridia"	"Firmicutes"
"5197"	"Actinomycetia"	"Actinobacteriota"
"5198"	"Clostridia"	"Firmicutes"
"5199"	"Bacilli"	"Firmicutes"
"5200"	"Bacteroidia"	"Bacteroidota"
"5201"	"Verrucomicrobiae"	"Verrucomicrobiota"
"5202"	"Bacteroidia"	"Bacteroidota"
"5203"	"Bacilli"	"Firmicutes"
"5204"	"Clostridia"	"Firmicutes"
"5205"	"Gammaproteobacteria"	"Proteobacteria"
"5206"	"Gammaproteobacteria"	"Proteobacteria"
"5207"	"Gammaproteobacteria"	"Proteobacteria"
"5208"	"Gammaproteobacteria"	"Proteobacteria"
"5209"	"Gammaproteobacteria"	"Proteobacteria"
"5210"	"Gammaproteobacteria"	"Proteobacteria"
"5211"	"Gammaproteobacteria"	"Proteobacteria"
"5212"	"Gammaproteobacteria"	"Proteobacteria"
"5213"	"Alphaproteobacteria"	"Proteobacteria"
"5214"	"Gammaproteobacteria"	"Proteobacteria"
"5215"	"Gammaproteobacteria"	"Proteobacteria"
"5216"	"Gammaproteobacteria"	"Proteobacteria"
"5217"	"Gammaproteobacteria"	"Proteobacteria"
"5218"	"Gammaproteobacteria"	"Proteobacteria"
"5219"	"Gammaproteobacteria"	"Proteobacteria"
"5220"	"Gammaproteobacteria"	"Proteobacteria"
"5221"	"Gammaproteobacteria"	"Proteobacteria"
"5222"	"Bacilli"	"Firmicutes"
"5223"	"Clostridia"	"Firmicutes"
"5224"	"Cyanobacteriia"	"Cyanobacteria"
"5225"	"Cyanobacteriia"	"Cyanobacteria"
"5226"	"Cyanobacteriia"	"Cyanobacteria"
"5227"	"Gammaproteobacteria"	"Proteobacteria"
"5228"	"Campylobacteria"	"Campylobacterota"
"5229"	"Alphaproteobacteria"	"Proteobacteria"
"5230"	"Alphaproteobacteria"	"Proteobacteria"
"5231"	"Gammaproteobacteria"	"Proteobacteria"
"5232"	"Gammaproteobacteria"	"Proteobacteria"
"5233"	"Gammaproteobacteria"	"Proteobacteria"
"5234"	"Alphaproteobacteria"	"Proteobacteria"
"5235"	"Actinomycetia"	"Actinobacteriota"
"5236"	"Gammaproteobacteria"	"Proteobacteria"
"5237"	"Gammaproteobacteria"	"Proteobacteria"
"5238"	"Gammaproteobacteria"	"Proteobacteria"
"5239"	"Gammaproteobacteria"	"Proteobacteria"
"5240"	"Gammaproteobacteria"	"Proteobacteria"
"5241"	"Gammaproteobacteria"	"Proteobacteria"
"5242"	"Gammaproteobacteria"	"Proteobacteria"
"5243"	"Bacilli"	"Firmicutes"
"5244"	"Gammaproteobacteria"	"Proteobacteria"
"5245"	"Bacteroidia"	"Bacteroidota"
"5246"	"Gammaproteobacteria"	"Proteobacteria"
"5247"	"Gammaproteobacteria"	"Proteobacteria"
"5248"	"Clostridia"	"Firmicutes"
"5249"	"Bacilli"	"Firmicutes"
"5250"	"Clostridia"	"Firmicutes"
"5251"	"Gammaproteobacteria"	"Proteobacteria"
"5252"	"Gammaproteobacteria"	"Proteobacteria"
"5253"	"Gammaproteobacteria"	"Proteobacteria"
"5254"	"Gammaproteobacteria"	"Proteobacteria"
"5255"	"Gammaproteobacteria"	"Proteobacteria"
"5256"	"Gammaproteobacteria"	"Proteobacteria"
"5257"	"Gammaproteobacteria"	"Proteobacteria"
"5258"	"Gammaproteobacteria"	"Proteobacteria"
"5259"	"Gammaproteobacteria"	"Proteobacteria"
"5260"	"Gammaproteobacteria"	"Proteobacteria"
"5261"	"Gammaproteobacteria"	"Proteobacteria"
"5262"	"Gammaproteobacteria"	"Proteobacteria"
"5263"	"Gammaproteobacteria"	"Proteobacteria"
"5264"	"Gammaproteobacteria"	"Proteobacteria"
"5265"	"Gammaproteobacteria"	"Proteobacteria"
"5266"	"Gammaproteobacteria"	"Proteobacteria"
"5267"	"Gammaproteobacteria"	"Proteobacteria"
"5268"	"Gammaproteobacteria"	"Proteobacteria"
"5269"	"Gammaproteobacteria"	"Proteobacteria"
"5270"	"Gammaproteobacteria"	"Proteobacteria"
"5271"	"Gammaproteobacteria"	"Proteobacteria"
"5272"	"Gammaproteobacteria"	"Proteobacteria"
"5273"	"Gammaproteobacteria"	"Proteobacteria"
"5274"	"Gammaproteobacteria"	"Proteobacteria"
"5275"	"Gammaproteobacteria"	"Proteobacteria"
"5276"	"Gammaproteobacteria"	"Proteobacteria"
"5277"	"Gammaproteobacteria"	"Proteobacteria"
"5278"	"Gammaproteobacteria"	"Proteobacteria"
"5279"	"Gammaproteobacteria"	"Proteobacteria"
"5280"	"Gammaproteobacteria"	"Proteobacteria"
"5281"	"Gammaproteobacteria"	"Proteobacteria"
"5282"	"Gammaproteobacteria"	"Proteobacteria"
"5283"	"Gammaproteobacteria"	"Proteobacteria"
"5284"	"Gammaproteobacteria"	"Proteobacteria"
"5285"	"Gammaproteobacteria"	"Proteobacteria"
"5286"	"Gammaproteobacteria"	"Proteobacteria"
"5287"	"Gammaproteobacteria"	"Proteobacteria"
"5288"	"Gammaproteobacteria"	"Proteobacteria"
"5289"	"Gammaproteobacteria"	"Proteobacteria"
"5290"	"Gammaproteobacteria"	"Proteobacteria"
"5291"	"Gammaproteobacteria"	"Proteobacteria"
"5292"	"Actinomycetia"	"Actinobacteriota"
"5293"	"Bacilli"	"Firmicutes"
"5294"	"Bacilli"	"Firmicutes"
"5295"	"Gammaproteobacteria"	"Proteobacteria"
"5296"	"Alphaproteobacteria"	"Proteobacteria"
"5297"	"Actinomycetia"	"Actinobacteriota"
"5298"	NA	NA
"5299"	"Bacilli"	"Firmicutes"
"5300"	"Gammaproteobacteria"	"Proteobacteria"
"5301"	"Gammaproteobacteria"	"Proteobacteria"
"5302"	"Gammaproteobacteria"	"Proteobacteria"
"5303"	"Actinomycetia"	"Actinobacteriota"
"5304"	"Gammaproteobacteria"	"Proteobacteria"
"5305"	"Bacilli"	"Firmicutes"
"5306"	"Bacilli"	"Firmicutes"
"5307"	"Actinomycetia"	"Actinobacteriota"
"5308"	"Synergistia"	"Synergistota"
"5309"	"Gammaproteobacteria"	"Proteobacteria"
"5310"	"Gammaproteobacteria"	"Proteobacteria"
"5311"	"Gammaproteobacteria"	"Proteobacteria"
"5312"	"Gammaproteobacteria"	"Proteobacteria"
"5313"	"Bacilli"	"Firmicutes"
"5314"	"Bacilli"	"Firmicutes"
"5315"	"Bacilli"	"Firmicutes"
"5316"	"Bacilli"	"Firmicutes"
"5317"	"Bacilli"	"Firmicutes"
"5318"	"Bacilli"	"Firmicutes"
"5319"	"Bacilli"	"Firmicutes"
"5320"	"Bacilli"	"Firmicutes"
"5321"	"Actinomycetia"	"Actinobacteriota"
"5322"	"Gammaproteobacteria"	"Proteobacteria"
"5323"	"Bacilli"	"Firmicutes"
"5324"	"Bacilli"	"Firmicutes"
"5325"	"Bacilli"	"Firmicutes"
"5326"	"Bacilli"	"Firmicutes"
"5327"	"Bacilli"	"Firmicutes"
"5328"	"Gammaproteobacteria"	"Proteobacteria"
"5329"	"Bacilli"	"Firmicutes"
"5330"	"Gammaproteobacteria"	"Proteobacteria"
"5331"	"Gammaproteobacteria"	"Proteobacteria"
"5332"	"Actinomycetia"	"Actinobacteriota"
"5333"	"Gammaproteobacteria"	"Proteobacteria"
"5334"	"Gammaproteobacteria"	"Proteobacteria"
"5335"	"Gammaproteobacteria"	"Proteobacteria"
"5336"	"Gammaproteobacteria"	"Proteobacteria"
"5337"	"Bacilli"	"Firmicutes"
"5338"	"Bacilli"	"Firmicutes"
"5339"	"Gammaproteobacteria"	"Proteobacteria"
"5340"	"Gammaproteobacteria"	"Proteobacteria"
"5341"	"Cyanobacteriia"	"Cyanobacteria"
"5342"	"Bacilli"	"Firmicutes"
"5343"	"Gammaproteobacteria"	"Proteobacteria"
"5344"	NA	NA
"5345"	"Bacteroidia"	"Bacteroidota"
"5346"	"Bacilli"	"Firmicutes"
"5347"	"Gammaproteobacteria"	"Proteobacteria"
"5348"	"Gammaproteobacteria"	"Proteobacteria"
"5349"	"Gammaproteobacteria"	"Proteobacteria"
"5350"	"Gammaproteobacteria"	"Proteobacteria"
"5351"	"Bacilli"	"Firmicutes"
"5352"	"Bacilli"	"Firmicutes"
"5353"	"Gammaproteobacteria"	"Proteobacteria"
"5354"	"Gammaproteobacteria"	"Proteobacteria"
"5355"	"Gammaproteobacteria"	"Proteobacteria"
"5356"	"Gammaproteobacteria"	"Proteobacteria"
"5357"	"Actinomycetia"	"Actinobacteriota"
"5358"	"Bacilli"	"Firmicutes"
"5359"	"Gammaproteobacteria"	"Proteobacteria"
"5360"	"Gammaproteobacteria"	"Proteobacteria"
"5361"	"Gammaproteobacteria"	"Proteobacteria"
"5362"	"Gammaproteobacteria"	"Proteobacteria"
"5363"	"Gammaproteobacteria"	"Proteobacteria"
"5364"	"Gammaproteobacteria"	"Proteobacteria"
"5365"	"Gammaproteobacteria"	"Proteobacteria"
"5366"	"Gammaproteobacteria"	"Proteobacteria"
"5367"	"Gammaproteobacteria"	"Proteobacteria"
"5368"	"Gammaproteobacteria"	"Proteobacteria"
"5369"	"Gammaproteobacteria"	"Proteobacteria"
"5370"	"Gammaproteobacteria"	"Proteobacteria"
"5371"	"Gammaproteobacteria"	"Proteobacteria"
"5372"	"Gammaproteobacteria"	"Proteobacteria"
"5373"	"Gammaproteobacteria"	"Proteobacteria"
"5374"	"Gammaproteobacteria"	"Proteobacteria"
"5375"	"Bacilli"	"Firmicutes"
"5376"	"Bacilli"	"Firmicutes"
"5377"	"Bacilli"	"Firmicutes"
"5378"	"Gammaproteobacteria"	"Proteobacteria"
"5379"	"Gammaproteobacteria"	"Proteobacteria"
"5380"	"Alphaproteobacteria"	"Proteobacteria"
"5381"	"Alphaproteobacteria"	"Proteobacteria"
"5382"	"Alphaproteobacteria"	"Proteobacteria"
"5383"	"Alphaproteobacteria"	"Proteobacteria"
"5384"	NA	NA
"5385"	"Actinomycetia"	"Actinobacteriota"
"5386"	"Gammaproteobacteria"	"Proteobacteria"
"5387"	NA	NA
"5388"	"Alphaproteobacteria"	"Proteobacteria"
"5389"	"Alphaproteobacteria"	"Proteobacteria"
"5390"	"Alphaproteobacteria"	"Proteobacteria"
"5391"	"Alphaproteobacteria"	"Proteobacteria"
"5392"	"Alphaproteobacteria"	"Proteobacteria"
"5393"	"Bacilli"	"Firmicutes"
"5394"	"Bacilli"	"Firmicutes"
"5395"	"Negativicutes"	"Firmicutes"
"5396"	"Bacteroidia"	"Bacteroidota"
"5397"	"Actinomycetia"	"Actinobacteriota"
"5398"	"Negativicutes"	"Firmicutes"
"5399"	"Campylobacteria"	"Campylobacterota"
"5400"	"Campylobacteria"	"Campylobacterota"
"5401"	"Bacilli"	"Firmicutes"
"5402"	"Bacilli"	"Firmicutes"
"5403"	"Bacilli"	"Firmicutes"
"5404"	"Bacilli"	"Firmicutes"
"5405"	"Bacilli"	"Firmicutes"
"5406"	"Alphaproteobacteria"	"Proteobacteria"
"5407"	"Bacilli"	"Firmicutes"
"5408"	"Gammaproteobacteria"	"Proteobacteria"
"5409"	NA	NA
"5410"	"Gammaproteobacteria"	"Proteobacteria"
"5411"	"Gammaproteobacteria"	"Proteobacteria"
"5412"	"Gammaproteobacteria"	"Proteobacteria"
"5413"	"Gammaproteobacteria"	"Proteobacteria"
"5414"	"Gammaproteobacteria"	"Proteobacteria"
"5415"	"Gammaproteobacteria"	"Proteobacteria"
"5416"	"Gammaproteobacteria"	"Proteobacteria"
"5417"	"Gammaproteobacteria"	"Proteobacteria"
"5418"	"Gammaproteobacteria"	"Proteobacteria"
"5419"	"Gammaproteobacteria"	"Proteobacteria"
"5420"	"Gammaproteobacteria"	"Proteobacteria"
"5421"	"Gammaproteobacteria"	"Proteobacteria"
"5422"	"Gammaproteobacteria"	"Proteobacteria"
"5423"	"Gammaproteobacteria"	"Proteobacteria"
"5424"	"Gammaproteobacteria"	"Proteobacteria"
"5425"	"Gammaproteobacteria"	"Proteobacteria"
"5426"	"Gammaproteobacteria"	"Proteobacteria"
"5427"	"Gammaproteobacteria"	"Proteobacteria"
"5428"	"Gammaproteobacteria"	"Proteobacteria"
"5429"	"Gammaproteobacteria"	"Proteobacteria"
"5430"	"Gammaproteobacteria"	"Proteobacteria"
"5431"	"Gammaproteobacteria"	"Proteobacteria"
"5432"	"Gammaproteobacteria"	"Proteobacteria"
"5433"	"Gammaproteobacteria"	"Proteobacteria"
"5434"	"Gammaproteobacteria"	"Proteobacteria"
"5435"	"Gammaproteobacteria"	"Proteobacteria"
"5436"	"Gammaproteobacteria"	"Proteobacteria"
"5437"	"Bacilli"	"Firmicutes"
"5438"	"Actinomycetia"	"Actinobacteriota"
"5439"	"Gammaproteobacteria"	"Proteobacteria"
"5440"	"Gammaproteobacteria"	"Proteobacteria"
"5441"	"Alphaproteobacteria"	"Proteobacteria"
"5442"	"Bacilli"	"Firmicutes"
"5443"	"Bacilli"	"Firmicutes"
"5444"	"Alphaproteobacteria"	"Proteobacteria"
"5445"	"Gammaproteobacteria"	"Proteobacteria"
"5446"	"Bacilli"	"Firmicutes"
"5447"	"Bacilli"	"Firmicutes"
"5448"	"Bacilli"	"Firmicutes"
"5449"	"Gammaproteobacteria"	"Proteobacteria"
"5450"	"Bacilli"	"Firmicutes"
"5451"	"Bacilli"	"Firmicutes"
"5452"	"Gammaproteobacteria"	"Proteobacteria"
"5453"	"Gammaproteobacteria"	"Proteobacteria"
"5454"	"Gammaproteobacteria"	"Proteobacteria"
"5455"	"Bacilli"	"Firmicutes"
"5456"	"Bacteroidia"	"Bacteroidota"
"5457"	"Bacilli"	"Firmicutes"
"5458"	"Gammaproteobacteria"	"Proteobacteria"
"5459"	"Gammaproteobacteria"	"Proteobacteria"
"5460"	"Gammaproteobacteria"	"Proteobacteria"
"5461"	"Gammaproteobacteria"	"Proteobacteria"
"5462"	"Gammaproteobacteria"	"Proteobacteria"
"5463"	"Gammaproteobacteria"	"Proteobacteria"
"5464"	"Gammaproteobacteria"	"Proteobacteria"
"5465"	"Gammaproteobacteria"	"Proteobacteria"
"5466"	"Gammaproteobacteria"	"Proteobacteria"
"5467"	"Gammaproteobacteria"	"Proteobacteria"
"5468"	"Bacilli"	"Firmicutes"
"5469"	"Campylobacteria"	"Campylobacterota"
"5470"	"Campylobacteria"	"Campylobacterota"
"5471"	"Campylobacteria"	"Campylobacterota"
"5472"	"Gammaproteobacteria"	"Proteobacteria"
"5473"	"Gammaproteobacteria"	"Proteobacteria"
"5474"	"Gammaproteobacteria"	"Proteobacteria"
"5475"	"Gammaproteobacteria"	"Proteobacteria"
"5476"	"Bacilli"	"Firmicutes"
"5477"	"Bacilli"	"Firmicutes"
"5478"	"Bacilli"	"Firmicutes"
"5479"	"Campylobacteria"	"Campylobacterota"
"5480"	"Bacilli"	"Firmicutes"
"5481"	"Bacilli"	"Firmicutes"
"5482"	"Actinomycetia"	"Actinobacteriota"
"5483"	"Bacilli"	"Firmicutes"
"5484"	"Gammaproteobacteria"	"Proteobacteria"
"5485"	"Leptospirae"	"Spirochaetota"
"5486"	NA	NA
"5487"	"Actinomycetia"	"Actinobacteriota"
"5488"	"Gammaproteobacteria"	"Proteobacteria"
"5489"	"Actinomycetia"	"Actinobacteriota"
"5490"	"Gammaproteobacteria"	"Proteobacteria"
"5491"	"Gammaproteobacteria"	"Proteobacteria"
"5492"	"Gammaproteobacteria"	"Proteobacteria"
"5493"	"Gammaproteobacteria"	"Proteobacteria"
"5494"	"Gammaproteobacteria"	"Proteobacteria"
"5495"	"Gammaproteobacteria"	"Proteobacteria"
"5496"	"Gammaproteobacteria"	"Proteobacteria"
"5497"	"Bacilli"	"Firmicutes"
"5498"	"Moorellia"	"Firmicutes"
"5499"	"Bacilli"	"Firmicutes"
"5500"	"Gammaproteobacteria"	"Proteobacteria"
"5501"	"Bacteroidia"	"Bacteroidota"
"5502"	"Bacteroidia"	"Bacteroidota"
"5503"	"Clostridia"	"Firmicutes"
"5504"	"Actinomycetia"	"Actinobacteriota"
"5505"	"Gammaproteobacteria"	"Proteobacteria"
"5506"	"Gammaproteobacteria"	"Proteobacteria"
"5507"	"Alphaproteobacteria"	"Proteobacteria"
"5508"	"Gammaproteobacteria"	"Proteobacteria"
"5509"	"Gammaproteobacteria"	"Proteobacteria"
"5510"	"Gammaproteobacteria"	"Proteobacteria"
"5511"	"Bacilli"	"Firmicutes"
"5512"	"Alphaproteobacteria"	"Proteobacteria"
"5513"	"Bacilli"	"Firmicutes"
"5514"	"Gammaproteobacteria"	"Proteobacteria"
"5515"	"Bacilli"	"Firmicutes"
"5516"	"Gammaproteobacteria"	"Proteobacteria"
"5517"	"Gammaproteobacteria"	"Proteobacteria"
"5518"	"Gammaproteobacteria"	"Proteobacteria"
"5519"	"Gammaproteobacteria"	"Proteobacteria"
"5520"	"Gammaproteobacteria"	"Proteobacteria"
"5521"	"Gammaproteobacteria"	"Proteobacteria"
"5522"	"Gammaproteobacteria"	"Proteobacteria"
"5523"	"Gammaproteobacteria"	"Proteobacteria"
"5524"	"Gammaproteobacteria"	"Proteobacteria"
"5525"	"Gammaproteobacteria"	"Proteobacteria"
"5526"	"Verrucomicrobiae"	"Verrucomicrobiota"
"5527"	"Gammaproteobacteria"	"Proteobacteria"
"5528"	"Chlorobia"	"Bacteroidota"
"5529"	"Actinomycetia"	"Actinobacteriota"
"5530"	"Bacilli"	"Firmicutes"
"5531"	"Actinomycetia"	"Actinobacteriota"
"5532"	"Gammaproteobacteria"	"Proteobacteria"
"5533"	"Bacilli"	"Firmicutes"
"5534"	"Actinomycetia"	"Actinobacteriota"
"5535"	"Gammaproteobacteria"	"Proteobacteria"
"5536"	"Gammaproteobacteria"	"Proteobacteria"
"5537"	"Gammaproteobacteria"	"Proteobacteria"
"5538"	"Clostridia"	"Firmicutes"
"5539"	"Gammaproteobacteria"	"Proteobacteria"
"5540"	"Gammaproteobacteria"	"Proteobacteria"
"5541"	"Actinomycetia"	"Actinobacteriota"
"5542"	"Gammaproteobacteria"	"Proteobacteria"
"5543"	"Gammaproteobacteria"	"Proteobacteria"
"5544"	"Actinomycetia"	"Actinobacteriota"
"5545"	"Bacilli"	"Firmicutes"
"5546"	"Bacilli"	"Firmicutes"
"5547"	"Gammaproteobacteria"	"Proteobacteria"
"5548"	"Gammaproteobacteria"	"Proteobacteria"
"5549"	"Gammaproteobacteria"	"Proteobacteria"
"5550"	"Gammaproteobacteria"	"Proteobacteria"
"5551"	"Gammaproteobacteria"	"Proteobacteria"
"5552"	"Gammaproteobacteria"	"Proteobacteria"
"5553"	"Gammaproteobacteria"	"Proteobacteria"
"5554"	"Gammaproteobacteria"	"Proteobacteria"
"5555"	"Gammaproteobacteria"	"Proteobacteria"
"5556"	"Gammaproteobacteria"	"Proteobacteria"
"5557"	"Gammaproteobacteria"	"Proteobacteria"
"5558"	"Gammaproteobacteria"	"Proteobacteria"
"5559"	"Gammaproteobacteria"	"Proteobacteria"
"5560"	"Gammaproteobacteria"	"Proteobacteria"
"5561"	"Gammaproteobacteria"	"Proteobacteria"
"5562"	"Gammaproteobacteria"	"Proteobacteria"
"5563"	"Gammaproteobacteria"	"Proteobacteria"
"5564"	"Gammaproteobacteria"	"Proteobacteria"
"5565"	"Gammaproteobacteria"	"Proteobacteria"
"5566"	"Gammaproteobacteria"	"Proteobacteria"
"5567"	"Bacilli"	"Firmicutes"
"5568"	"Gammaproteobacteria"	"Proteobacteria"
"5569"	"Gammaproteobacteria"	"Proteobacteria"
"5570"	"Gammaproteobacteria"	"Proteobacteria"
"5571"	"Gammaproteobacteria"	"Proteobacteria"
"5572"	"Gammaproteobacteria"	"Proteobacteria"
"5573"	"Gammaproteobacteria"	"Proteobacteria"
"5574"	"Gammaproteobacteria"	"Proteobacteria"
"5575"	"Gammaproteobacteria"	"Proteobacteria"
"5576"	"Gammaproteobacteria"	"Proteobacteria"
"5577"	"Gammaproteobacteria"	"Proteobacteria"
"5578"	"Actinomycetia"	"Actinobacteriota"
"5579"	"Gammaproteobacteria"	"Proteobacteria"
"5580"	"Gammaproteobacteria"	"Proteobacteria"
"5581"	"Gammaproteobacteria"	"Proteobacteria"
"5582"	"Gammaproteobacteria"	"Proteobacteria"
"5583"	"Gammaproteobacteria"	"Proteobacteria"
"5584"	"Gammaproteobacteria"	"Proteobacteria"
"5585"	"Gammaproteobacteria"	"Proteobacteria"
"5586"	NA	NA
"5587"	"Gammaproteobacteria"	"Proteobacteria"
"5588"	"Gammaproteobacteria"	"Proteobacteria"
"5589"	"Bacteroidia"	"Bacteroidota"
"5590"	"Alphaproteobacteria"	"Proteobacteria"
"5591"	"Bacteroidia"	"Bacteroidota"
"5592"	"Gammaproteobacteria"	"Proteobacteria"
"5593"	"Gammaproteobacteria"	"Proteobacteria"
"5594"	"Bacteroidia"	"Bacteroidota"
"5595"	"Bacilli"	"Firmicutes"
"5596"	"Alphaproteobacteria"	"Proteobacteria"
"5597"	"Alphaproteobacteria"	"Proteobacteria"
"5598"	"Gammaproteobacteria"	"Proteobacteria"
"5599"	"Gammaproteobacteria"	"Proteobacteria"
"5600"	"Gammaproteobacteria"	"Proteobacteria"
"5601"	"Gammaproteobacteria"	"Proteobacteria"
"5602"	"Gammaproteobacteria"	"Proteobacteria"
"5603"	"Gammaproteobacteria"	"Proteobacteria"
"5604"	"Campylobacteria"	"Campylobacterota"
"5605"	"Cyanobacteriia"	"Cyanobacteria"
"5606"	"Actinomycetia"	"Actinobacteriota"
"5607"	"Bacilli"	"Firmicutes"
"5608"	"Gammaproteobacteria"	"Proteobacteria"
"5609"	"Gammaproteobacteria"	"Proteobacteria"
"5610"	"Gammaproteobacteria"	"Proteobacteria"
"5611"	"Actinomycetia"	"Actinobacteriota"
"5612"	"Actinomycetia"	"Actinobacteriota"
"5613"	"Alphaproteobacteria"	"Proteobacteria"
"5614"	"Alphaproteobacteria"	"Proteobacteria"
"5615"	"Bacilli"	"Firmicutes"
"5616"	"Actinomycetia"	"Actinobacteriota"
"5617"	"Gammaproteobacteria"	"Proteobacteria"
"5618"	"Gammaproteobacteria"	"Proteobacteria"
"5619"	"Gammaproteobacteria"	"Proteobacteria"
"5620"	"Gammaproteobacteria"	"Proteobacteria"
"5621"	"Gammaproteobacteria"	"Proteobacteria"
"5622"	"Gammaproteobacteria"	"Proteobacteria"
"5623"	"Actinomycetia"	"Actinobacteriota"
"5624"	"Gammaproteobacteria"	"Proteobacteria"
"5625"	"Gammaproteobacteria"	"Proteobacteria"
"5626"	"Gammaproteobacteria"	"Proteobacteria"
"5627"	"Gammaproteobacteria"	"Proteobacteria"
"5628"	"Gammaproteobacteria"	"Proteobacteria"
"5629"	"Gammaproteobacteria"	"Proteobacteria"
"5630"	"Gammaproteobacteria"	"Proteobacteria"
"5631"	"Gammaproteobacteria"	"Proteobacteria"
"5632"	"Gammaproteobacteria"	"Proteobacteria"
"5633"	"Bacilli"	"Firmicutes"
"5634"	"Bacilli"	"Firmicutes"
"5635"	"Bacilli"	"Firmicutes"
"5636"	"Gammaproteobacteria"	"Proteobacteria"
"5637"	"Gammaproteobacteria"	"Proteobacteria"
