"Class"	"Phylum"
"12828"	"Bdellovibrionia"	"Bdellovibrionota"
"12829"	"Bdellovibrionia"	"Bdellovibrionota"
"12830"	"Bacilli"	"Firmicutes"
"12831"	"Gammaproteobacteria"	"Proteobacteria"
"12832"	"Gammaproteobacteria"	"Proteobacteria"
"12833"	"Leptospirae"	"Spirochaetota"
"12834"	"Leptospirae"	"Spirochaetota"
"12835"	"Gammaproteobacteria"	"Proteobacteria"
"12836"	"Gammaproteobacteria"	"Proteobacteria"
"12837"	"Gammaproteobacteria"	"Proteobacteria"
"12838"	"Bacilli"	"Firmicutes"
"12839"	"Bacilli"	"Firmicutes"
"12840"	"Gammaproteobacteria"	"Proteobacteria"
"12841"	"Bacteroidia"	"Bacteroidota"
"12842"	"Gammaproteobacteria"	"Proteobacteria"
"12843"	"Bacilli"	"Firmicutes"
"12844"	"Bacilli"	"Firmicutes"
"12845"	"Gammaproteobacteria"	"Proteobacteria"
"12846"	"Bacilli"	"Firmicutes"
"12847"	"Gammaproteobacteria"	"Proteobacteria"
"12848"	"Bacilli"	"Firmicutes"
"12849"	"Bacilli"	"Firmicutes"
"12850"	"Alphaproteobacteria"	"Proteobacteria"
"12851"	"Gammaproteobacteria"	"Proteobacteria"
"12852"	"Gammaproteobacteria"	"Proteobacteria"
"12853"	"Actinomycetia"	"Actinobacteriota"
"12854"	"Actinomycetia"	"Actinobacteriota"
"12855"	"Actinomycetia"	"Actinobacteriota"
"12856"	"Actinomycetia"	"Actinobacteriota"
"12857"	"Gammaproteobacteria"	"Proteobacteria"
"12858"	"Actinomycetia"	"Actinobacteriota"
"12859"	"Bacilli"	"Firmicutes"
"12860"	"Actinomycetia"	"Actinobacteriota"
"12861"	"Actinomycetia"	"Actinobacteriota"
"12862"	"Gammaproteobacteria"	"Proteobacteria"
"12863"	"Gammaproteobacteria"	"Proteobacteria"
"12864"	"Bacteroidia"	"Bacteroidota"
"12865"	"Gammaproteobacteria"	"Proteobacteria"
"12866"	"Bacilli"	"Firmicutes"
"12867"	NA	NA
"12868"	"Alphaproteobacteria"	"Proteobacteria"
"12869"	"Gammaproteobacteria"	"Proteobacteria"
"12870"	"Bacteroidia"	"Bacteroidota"
"12871"	"Gammaproteobacteria"	"Proteobacteria"
"12872"	"Gammaproteobacteria"	"Proteobacteria"
"12873"	"Gammaproteobacteria"	"Proteobacteria"
"12874"	"Campylobacteria"	"Campylobacterota"
"12875"	"Gammaproteobacteria"	"Proteobacteria"
"12876"	"Gammaproteobacteria"	"Proteobacteria"
"12877"	"Campylobacteria"	"Campylobacterota"
"12878"	"Gammaproteobacteria"	"Proteobacteria"
"12879"	"Gammaproteobacteria"	"Proteobacteria"
"12880"	"Gammaproteobacteria"	"Proteobacteria"
"12881"	"Actinomycetia"	"Actinobacteriota"
"12882"	"Actinomycetia"	"Actinobacteriota"
"12883"	"Actinomycetia"	"Actinobacteriota"
"12884"	"Actinomycetia"	"Actinobacteriota"
"12885"	"Actinomycetia"	"Actinobacteriota"
"12886"	"Rubrobacteria"	"Actinobacteriota"
"12887"	"Negativicutes"	"Firmicutes"
"12888"	"Deinococci"	"Deinococcota"
"12889"	"Deinococci"	"Deinococcota"
"12890"	"Gammaproteobacteria"	"Proteobacteria"
"12891"	"Gammaproteobacteria"	"Proteobacteria"
"12892"	"Deinococci"	"Deinococcota"
"12893"	NA	NA
"12894"	"Gammaproteobacteria"	"Proteobacteria"
"12895"	"Bacilli"	"Firmicutes"
"12896"	"Gammaproteobacteria"	"Proteobacteria"
"12897"	"Actinomycetia"	"Actinobacteriota"
"12898"	"Gammaproteobacteria"	"Proteobacteria"
"12899"	"Bacilli"	"Firmicutes"
"12900"	"Bacteroidia"	"Bacteroidota"
"12901"	"Alphaproteobacteria"	"Proteobacteria"
"12902"	"Gammaproteobacteria"	"Proteobacteria"
"12903"	"Gammaproteobacteria"	"Proteobacteria"
"12904"	"Actinomycetia"	"Actinobacteriota"
"12905"	"Gammaproteobacteria"	"Proteobacteria"
"12906"	"Gammaproteobacteria"	"Proteobacteria"
"12907"	"Alphaproteobacteria"	"Proteobacteria"
"12908"	"Bacilli"	"Firmicutes"
"12909"	"Bacilli"	"Firmicutes"
"12910"	"Gammaproteobacteria"	"Proteobacteria"
"12911"	"Actinomycetia"	"Actinobacteriota"
"12912"	"Actinomycetia"	"Actinobacteriota"
"12913"	"Bacteroidia"	"Bacteroidota"
"12914"	"Bacilli"	"Firmicutes"
"12915"	"Actinomycetia"	"Actinobacteriota"
"12916"	"Bacilli"	"Firmicutes"
"12917"	"Actinomycetia"	"Actinobacteriota"
"12918"	"Bacilli"	"Firmicutes"
"12919"	"Gammaproteobacteria"	"Proteobacteria"
"12920"	"Gammaproteobacteria"	"Proteobacteria"
"12921"	"Gammaproteobacteria"	"Proteobacteria"
"12922"	"Actinomycetia"	"Actinobacteriota"
"12923"	"Actinomycetia"	"Actinobacteriota"
"12924"	"Gammaproteobacteria"	"Proteobacteria"
"12925"	"Gammaproteobacteria"	"Proteobacteria"
"12926"	"Bacilli"	"Firmicutes"
"12927"	"Verrucomicrobiae"	"Verrucomicrobiota"
"12928"	"Gammaproteobacteria"	"Proteobacteria"
"12929"	"Gammaproteobacteria"	"Proteobacteria"
"12930"	"Actinomycetia"	"Actinobacteriota"
"12931"	"Actinomycetia"	"Actinobacteriota"
"12932"	"Actinomycetia"	"Actinobacteriota"
"12933"	"Gammaproteobacteria"	"Proteobacteria"
"12934"	"Gammaproteobacteria"	"Proteobacteria"
"12935"	"Gammaproteobacteria"	"Proteobacteria"
"12936"	"Gammaproteobacteria"	"Proteobacteria"
"12937"	"Gammaproteobacteria"	"Proteobacteria"
"12938"	"Gammaproteobacteria"	"Proteobacteria"
"12939"	"Gammaproteobacteria"	"Proteobacteria"
"12940"	"Gammaproteobacteria"	"Proteobacteria"
"12941"	"Bacilli"	"Firmicutes"
"12942"	"Gammaproteobacteria"	"Proteobacteria"
"12943"	"Bacilli"	"Firmicutes"
"12944"	"Actinomycetia"	"Actinobacteriota"
"12945"	"Negativicutes"	"Firmicutes"
"12946"	"Gammaproteobacteria"	"Proteobacteria"
"12947"	"Campylobacteria"	"Campylobacterota"
"12948"	"Gammaproteobacteria"	"Proteobacteria"
"12949"	"Gammaproteobacteria"	"Proteobacteria"
"12950"	"Gammaproteobacteria"	"Proteobacteria"
"12951"	"Gammaproteobacteria"	"Proteobacteria"
"12952"	"Gammaproteobacteria"	"Proteobacteria"
"12953"	"Bacilli"	"Firmicutes"
"12954"	"Bacilli"	"Firmicutes"
"12955"	"Bacilli"	"Firmicutes"
"12956"	"Bacilli"	"Firmicutes"
"12957"	"Bacilli"	"Firmicutes"
"12958"	"Bacilli"	"Firmicutes"
"12959"	"Bacilli"	"Firmicutes"
"12960"	"Bacilli"	"Firmicutes"
"12961"	"Bacilli"	"Firmicutes"
"12962"	NA	NA
"12963"	NA	NA
"12964"	NA	NA
"12965"	"Planctomycetia"	"Planctomycetota"
"12966"	"Planctomycetia"	"Planctomycetota"
"12967"	"Phycisphaerae"	"Planctomycetota"
"12968"	"Planctomycetia"	"Planctomycetota"
"12969"	"Planctomycetia"	"Planctomycetota"
"12970"	"Planctomycetia"	"Planctomycetota"
"12971"	"Planctomycetia"	"Planctomycetota"
"12972"	"Planctomycetia"	"Planctomycetota"
"12973"	NA	NA
"12974"	"Planctomycetia"	"Planctomycetota"
"12975"	"Planctomycetia"	"Planctomycetota"
"12976"	"Planctomycetia"	"Planctomycetota"
"12977"	"Planctomycetia"	"Planctomycetota"
"12978"	"Planctomycetia"	"Planctomycetota"
"12979"	"Planctomycetia"	"Planctomycetota"
"12980"	"Planctomycetia"	"Planctomycetota"
"12981"	"Planctomycetia"	"Planctomycetota"
"12982"	"Campylobacteria"	"Campylobacterota"
"12983"	"Gammaproteobacteria"	"Proteobacteria"
"12984"	"Bacilli"	"Firmicutes"
"12985"	"Bacilli"	"Firmicutes"
"12986"	"Bacilli"	"Firmicutes"
"12987"	"Bacilli"	"Firmicutes"
"12988"	"Bacilli"	"Firmicutes"
"12989"	"Bacilli"	"Firmicutes"
"12990"	"Bacilli"	"Firmicutes"
"12991"	"Bacilli"	"Firmicutes"
"12992"	"Bacilli"	"Firmicutes"
"12993"	"Bacilli"	"Firmicutes"
"12994"	"Gammaproteobacteria"	"Proteobacteria"
"12995"	"Alphaproteobacteria"	"Proteobacteria"
"12996"	"Gammaproteobacteria"	"Proteobacteria"
"12997"	"Gammaproteobacteria"	"Proteobacteria"
"12998"	"Gammaproteobacteria"	"Proteobacteria"
"12999"	"Actinomycetia"	"Actinobacteriota"
"13000"	"Actinomycetia"	"Actinobacteriota"
"13001"	"Gammaproteobacteria"	"Proteobacteria"
"13002"	"Gammaproteobacteria"	"Proteobacteria"
"13003"	"Gammaproteobacteria"	"Proteobacteria"
"13004"	"Bacilli"	"Firmicutes"
"13005"	"Gammaproteobacteria"	"Proteobacteria"
"13006"	"Alphaproteobacteria"	"Proteobacteria"
"13007"	"Gammaproteobacteria"	"Proteobacteria"
"13008"	"Gammaproteobacteria"	"Proteobacteria"
"13009"	"Gammaproteobacteria"	"Proteobacteria"
"13010"	"Bacilli"	"Firmicutes"
"13011"	"Bacilli"	"Firmicutes"
"13012"	"Gammaproteobacteria"	"Proteobacteria"
"13013"	"Gammaproteobacteria"	"Proteobacteria"
"13014"	"Actinomycetia"	"Actinobacteriota"
"13015"	"Actinomycetia"	"Actinobacteriota"
"13016"	"Campylobacteria"	"Campylobacterota"
"13017"	"Campylobacteria"	"Campylobacterota"
"13018"	"Campylobacteria"	"Campylobacterota"
"13019"	"Campylobacteria"	"Campylobacterota"
"13020"	"Campylobacteria"	"Campylobacterota"
"13021"	"Campylobacteria"	"Campylobacterota"
"13022"	"Campylobacteria"	"Campylobacterota"
"13023"	"Campylobacteria"	"Campylobacterota"
"13024"	"Actinomycetia"	"Actinobacteriota"
"13025"	"Bacilli"	"Firmicutes"
"13026"	"Alphaproteobacteria"	"Proteobacteria"
"13027"	"Bacilli"	"Firmicutes"
"13028"	"Actinomycetia"	"Actinobacteriota"
"13029"	"Bacilli"	"Firmicutes"
"13030"	"Bacilli"	"Firmicutes"
"13031"	"Bacilli"	"Firmicutes"
"13032"	"Actinomycetia"	"Actinobacteriota"
"13033"	"Gammaproteobacteria"	"Proteobacteria"
"13034"	"Bacilli"	"Firmicutes"
"13035"	"Bacilli"	"Firmicutes"
"13036"	"Alphaproteobacteria"	"Proteobacteria"
"13037"	"Alphaproteobacteria"	"Proteobacteria"
"13038"	"Actinomycetia"	"Actinobacteriota"
"13039"	"Gammaproteobacteria"	"Proteobacteria"
"13040"	"Gammaproteobacteria"	"Proteobacteria"
"13041"	"Cyanobacteriia"	"Cyanobacteria"
"13042"	"Actinomycetia"	"Actinobacteriota"
"13043"	"Bacilli"	"Firmicutes"
"13044"	"Bacilli"	"Firmicutes"
"13045"	"Alphaproteobacteria"	"Proteobacteria"
"13046"	"Actinomycetia"	"Actinobacteriota"
"13047"	"Gammaproteobacteria"	"Proteobacteria"
"13048"	"Gammaproteobacteria"	"Proteobacteria"
"13049"	"Gammaproteobacteria"	"Proteobacteria"
"13050"	"Bacilli"	"Firmicutes"
"13051"	"Bacilli"	"Firmicutes"
"13052"	"Bacilli"	"Firmicutes"
"13053"	"Gammaproteobacteria"	"Proteobacteria"
"13054"	"Gammaproteobacteria"	"Proteobacteria"
"13055"	"Alphaproteobacteria"	"Proteobacteria"
"13056"	"Bacilli"	"Firmicutes"
"13057"	"Bacilli"	"Firmicutes"
"13058"	"Gammaproteobacteria"	"Proteobacteria"
"13059"	"Bacilli"	"Firmicutes"
"13060"	"Bacilli"	"Firmicutes"
"13061"	"Gammaproteobacteria"	"Proteobacteria"
"13062"	"Bacilli"	"Firmicutes"
"13063"	"Bacilli"	"Firmicutes"
"13064"	"Bacilli"	"Firmicutes"
"13065"	"Bacilli"	"Firmicutes"
"13066"	"Bacilli"	"Firmicutes"
"13067"	"Bacilli"	"Firmicutes"
"13068"	"Bacilli"	"Firmicutes"
"13069"	"Bacilli"	"Firmicutes"
"13070"	"Bacilli"	"Firmicutes"
"13071"	"Bacilli"	"Firmicutes"
"13072"	NA	NA
"13073"	NA	NA
"13074"	NA	NA
"13075"	"Gammaproteobacteria"	"Proteobacteria"
"13076"	"Gammaproteobacteria"	"Proteobacteria"
"13077"	"Gammaproteobacteria"	"Proteobacteria"
"13078"	"Gammaproteobacteria"	"Proteobacteria"
"13079"	"Gammaproteobacteria"	"Proteobacteria"
"13080"	"Gammaproteobacteria"	"Proteobacteria"
"13081"	"Gammaproteobacteria"	"Proteobacteria"
"13082"	"Gammaproteobacteria"	"Proteobacteria"
"13083"	"Gammaproteobacteria"	"Proteobacteria"
"13084"	"Gammaproteobacteria"	"Proteobacteria"
"13085"	"Gammaproteobacteria"	"Proteobacteria"
"13086"	"Gammaproteobacteria"	"Proteobacteria"
"13087"	"Gammaproteobacteria"	"Proteobacteria"
"13088"	"Bacteroidia"	"Bacteroidota"
"13089"	"Actinomycetia"	"Actinobacteriota"
"13090"	"Thermoleophilia"	"Actinobacteriota"
"13091"	"Bacteroidia"	"Bacteroidota"
"13092"	"Bacteroidia"	"Bacteroidota"
"13093"	"Bacteroidia"	"Bacteroidota"
"13094"	"Bacteroidia"	"Bacteroidota"
"13095"	"Bacteroidia"	"Bacteroidota"
"13096"	"Alphaproteobacteria"	"Proteobacteria"
"13097"	"Alphaproteobacteria"	"Proteobacteria"
"13098"	"Alphaproteobacteria"	"Proteobacteria"
"13099"	"Gammaproteobacteria"	"Proteobacteria"
"13100"	"Gammaproteobacteria"	"Proteobacteria"
"13101"	"Gammaproteobacteria"	"Proteobacteria"
"13102"	"Gammaproteobacteria"	"Proteobacteria"
"13103"	"Gammaproteobacteria"	"Proteobacteria"
"13104"	"Gammaproteobacteria"	"Proteobacteria"
"13105"	"Gammaproteobacteria"	"Proteobacteria"
"13106"	"Gammaproteobacteria"	"Proteobacteria"
"13107"	"Gammaproteobacteria"	"Proteobacteria"
"13108"	"Gammaproteobacteria"	"Proteobacteria"
"13109"	"Gammaproteobacteria"	"Proteobacteria"
"13110"	"Gammaproteobacteria"	"Proteobacteria"
"13111"	"Gammaproteobacteria"	"Proteobacteria"
"13112"	"Gammaproteobacteria"	"Proteobacteria"
"13113"	"Gammaproteobacteria"	"Proteobacteria"
"13114"	"Gammaproteobacteria"	"Proteobacteria"
"13115"	"Gammaproteobacteria"	"Proteobacteria"
"13116"	"Gammaproteobacteria"	"Proteobacteria"
"13117"	"Gammaproteobacteria"	"Proteobacteria"
"13118"	"Gammaproteobacteria"	"Proteobacteria"
"13119"	"Gammaproteobacteria"	"Proteobacteria"
"13120"	"Gammaproteobacteria"	"Proteobacteria"
"13121"	"Gammaproteobacteria"	"Proteobacteria"
"13122"	"Gammaproteobacteria"	"Proteobacteria"
"13123"	"Gammaproteobacteria"	"Proteobacteria"
"13124"	"Gammaproteobacteria"	"Proteobacteria"
"13125"	"Gammaproteobacteria"	"Proteobacteria"
"13126"	"Gammaproteobacteria"	"Proteobacteria"
"13127"	"Gammaproteobacteria"	"Proteobacteria"
"13128"	"Gammaproteobacteria"	"Proteobacteria"
"13129"	"Gammaproteobacteria"	"Proteobacteria"
"13130"	"Gammaproteobacteria"	"Proteobacteria"
"13131"	"Gammaproteobacteria"	"Proteobacteria"
"13132"	"Gammaproteobacteria"	"Proteobacteria"
"13133"	"Gammaproteobacteria"	"Proteobacteria"
"13134"	"Gammaproteobacteria"	"Proteobacteria"
"13135"	"Gammaproteobacteria"	"Proteobacteria"
"13136"	"Gammaproteobacteria"	"Proteobacteria"
"13137"	"Gammaproteobacteria"	"Proteobacteria"
"13138"	"Gammaproteobacteria"	"Proteobacteria"
"13139"	"Gammaproteobacteria"	"Proteobacteria"
"13140"	"Gammaproteobacteria"	"Proteobacteria"
"13141"	"Gammaproteobacteria"	"Proteobacteria"
"13142"	"Gammaproteobacteria"	"Proteobacteria"
"13143"	"Gammaproteobacteria"	"Proteobacteria"
"13144"	"Gammaproteobacteria"	"Proteobacteria"
"13145"	"Gammaproteobacteria"	"Proteobacteria"
"13146"	"Gammaproteobacteria"	"Proteobacteria"
"13147"	"Gammaproteobacteria"	"Proteobacteria"
"13148"	"Gammaproteobacteria"	"Proteobacteria"
"13149"	"Gammaproteobacteria"	"Proteobacteria"
"13150"	"Gammaproteobacteria"	"Proteobacteria"
"13151"	"Gammaproteobacteria"	"Proteobacteria"
"13152"	"Gammaproteobacteria"	"Proteobacteria"
"13153"	"Gammaproteobacteria"	"Proteobacteria"
"13154"	"Gammaproteobacteria"	"Proteobacteria"
"13155"	"Gammaproteobacteria"	"Proteobacteria"
"13156"	"Alphaproteobacteria"	"Proteobacteria"
"13157"	"Fusobacteriia"	"Fusobacteriota"
"13158"	"Fusobacteriia"	"Fusobacteriota"
"13159"	"Fusobacteriia"	"Fusobacteriota"
"13160"	"Fusobacteriia"	"Fusobacteriota"
"13161"	"Fusobacteriia"	"Fusobacteriota"
"13162"	"Fusobacteriia"	"Fusobacteriota"
"13163"	"Fusobacteriia"	"Fusobacteriota"
"13164"	"Fusobacteriia"	"Fusobacteriota"
"13165"	"Fusobacteriia"	"Fusobacteriota"
"13166"	"Fusobacteriia"	"Fusobacteriota"
"13167"	"Gammaproteobacteria"	"Proteobacteria"
"13168"	"Bacilli"	"Firmicutes"
"13169"	"Bradymonadia"	"Myxococcota"
"13170"	"Bacteroidia"	"Bacteroidota"
"13171"	"Bacilli"	"Firmicutes"
"13172"	"Gammaproteobacteria"	"Proteobacteria"
"13173"	"Bacilli"	"Firmicutes"
"13174"	"Alphaproteobacteria"	"Proteobacteria"
"13175"	"Alphaproteobacteria"	"Proteobacteria"
"13176"	"Gammaproteobacteria"	"Proteobacteria"
"13177"	"Acidobacteriae"	"Acidobacteriota"
"13178"	"Campylobacteria"	"Campylobacterota"
"13179"	"Bacilli"	"Firmicutes"
"13180"	"Bacilli"	"Firmicutes"
"13181"	"Alphaproteobacteria"	"Proteobacteria"
"13182"	"Alphaproteobacteria"	"Proteobacteria"
"13183"	"Bacteroidia"	"Bacteroidota"
"13184"	"Verrucomicrobiae"	"Verrucomicrobiota"
"13185"	"Actinomycetia"	"Actinobacteriota"
"13186"	"Actinomycetia"	"Actinobacteriota"
"13187"	"Actinomycetia"	"Actinobacteriota"
"13188"	"Desulfovibrionia"	"Desulfobacterota"
"13189"	"Actinomycetia"	"Actinobacteriota"
"13190"	"Gammaproteobacteria"	"Proteobacteria"
"13191"	"Bacilli"	"Firmicutes"
"13192"	"Bacilli"	"Firmicutes"
"13193"	"Bacilli"	"Firmicutes"
"13194"	"Alphaproteobacteria"	"Proteobacteria"
"13195"	"Bacteroidia"	"Bacteroidota"
"13196"	"Gammaproteobacteria"	"Proteobacteria"
"13197"	"Gammaproteobacteria"	"Proteobacteria"
"13198"	"Gammaproteobacteria"	"Proteobacteria"
"13199"	"Gammaproteobacteria"	"Proteobacteria"
"13200"	"Gammaproteobacteria"	"Proteobacteria"
"13201"	"Gammaproteobacteria"	"Proteobacteria"
"13202"	"Gammaproteobacteria"	"Proteobacteria"
"13203"	"Bacilli"	"Firmicutes"
"13204"	"Actinomycetia"	"Actinobacteriota"
"13205"	"Gammaproteobacteria"	"Proteobacteria"
"13206"	"Gammaproteobacteria"	"Proteobacteria"
"13207"	"Gammaproteobacteria"	"Proteobacteria"
"13208"	"Gammaproteobacteria"	"Proteobacteria"
"13209"	"Gammaproteobacteria"	"Proteobacteria"
"13210"	"Actinomycetia"	"Actinobacteriota"
"13211"	"Gammaproteobacteria"	"Proteobacteria"
"13212"	"Planctomycetia"	"Planctomycetota"
"13213"	"Planctomycetia"	"Planctomycetota"
"13214"	"Alphaproteobacteria"	"Proteobacteria"
"13215"	"Gammaproteobacteria"	"Proteobacteria"
"13216"	"Gammaproteobacteria"	"Proteobacteria"
"13217"	"Gammaproteobacteria"	"Proteobacteria"
"13218"	"Gammaproteobacteria"	"Proteobacteria"
"13219"	"Campylobacteria"	"Campylobacterota"
"13220"	"Gammaproteobacteria"	"Proteobacteria"
"13221"	"Gammaproteobacteria"	"Proteobacteria"
"13222"	"Gammaproteobacteria"	"Proteobacteria"
"13223"	"Gammaproteobacteria"	"Proteobacteria"
"13224"	"Gammaproteobacteria"	"Proteobacteria"
"13225"	"Gammaproteobacteria"	"Proteobacteria"
"13226"	"Gammaproteobacteria"	"Proteobacteria"
"13227"	"Gammaproteobacteria"	"Proteobacteria"
"13228"	"Gammaproteobacteria"	"Proteobacteria"
"13229"	"Gammaproteobacteria"	"Proteobacteria"
"13230"	"Actinomycetia"	"Actinobacteriota"
"13231"	"Gammaproteobacteria"	"Proteobacteria"
"13232"	"Bacteroidia"	"Bacteroidota"
"13233"	"Gammaproteobacteria"	"Proteobacteria"
"13234"	"Gammaproteobacteria"	"Proteobacteria"
"13235"	"Bacilli"	"Firmicutes"
"13236"	"Gammaproteobacteria"	"Proteobacteria"
"13237"	"Planctomycetia"	"Planctomycetota"
"13238"	"Planctomycetia"	"Planctomycetota"
"13239"	"Alphaproteobacteria"	"Proteobacteria"
"13240"	"Leptospirae"	"Spirochaetota"
"13241"	"Gammaproteobacteria"	"Proteobacteria"
"13242"	"Gammaproteobacteria"	"Proteobacteria"
"13243"	"Clostridia"	"Firmicutes"
"13244"	"Gammaproteobacteria"	"Proteobacteria"
"13245"	"Cyanobacteriia"	"Cyanobacteria"
"13246"	"Gammaproteobacteria"	"Proteobacteria"
"13247"	"Gammaproteobacteria"	"Proteobacteria"
"13248"	"Gammaproteobacteria"	"Proteobacteria"
"13249"	"Gammaproteobacteria"	"Proteobacteria"
"13250"	"Gammaproteobacteria"	"Proteobacteria"
"13251"	"Gammaproteobacteria"	"Proteobacteria"
"13252"	"Gammaproteobacteria"	"Proteobacteria"
"13253"	"Gammaproteobacteria"	"Proteobacteria"
"13254"	"Gammaproteobacteria"	"Proteobacteria"
"13255"	"Gammaproteobacteria"	"Proteobacteria"
"13256"	"Gammaproteobacteria"	"Proteobacteria"
"13257"	"Gammaproteobacteria"	"Proteobacteria"
"13258"	"Gammaproteobacteria"	"Proteobacteria"
"13259"	"Gammaproteobacteria"	"Proteobacteria"
"13260"	"Gammaproteobacteria"	"Proteobacteria"
"13261"	"Gammaproteobacteria"	"Proteobacteria"
"13262"	"Gammaproteobacteria"	"Proteobacteria"
"13263"	"Gammaproteobacteria"	"Proteobacteria"
"13264"	"Gammaproteobacteria"	"Proteobacteria"
"13265"	"Gammaproteobacteria"	"Proteobacteria"
"13266"	"Gammaproteobacteria"	"Proteobacteria"
"13267"	"Gammaproteobacteria"	"Proteobacteria"
"13268"	"Gammaproteobacteria"	"Proteobacteria"
"13269"	"Gammaproteobacteria"	"Proteobacteria"
"13270"	"Gammaproteobacteria"	"Proteobacteria"
"13271"	"Gammaproteobacteria"	"Proteobacteria"
"13272"	"Clostridia"	"Firmicutes"
"13273"	"Gammaproteobacteria"	"Proteobacteria"
"13274"	"Clostridia"	"Firmicutes"
"13275"	"Spirochaetia"	"Spirochaetota"
"13276"	"Spirochaetia"	"Spirochaetota"
"13277"	"Spirochaetia"	"Spirochaetota"
"13278"	"Spirochaetia"	"Spirochaetota"
"13279"	"Spirochaetia"	"Spirochaetota"
"13280"	"Gammaproteobacteria"	"Proteobacteria"
"13281"	"Gammaproteobacteria"	"Proteobacteria"
"13282"	"Gammaproteobacteria"	"Proteobacteria"
"13283"	"Bacteroidia"	"Bacteroidota"
"13284"	"Bacilli"	"Firmicutes"
"13285"	"Bacilli"	"Firmicutes"
"13286"	"Bacilli"	"Firmicutes"
"13287"	"Bacilli"	"Firmicutes"
"13288"	"Gammaproteobacteria"	"Proteobacteria"
"13289"	"Gammaproteobacteria"	"Proteobacteria"
"13290"	"Gammaproteobacteria"	"Proteobacteria"
"13291"	"Gammaproteobacteria"	"Proteobacteria"
"13292"	"Gammaproteobacteria"	"Proteobacteria"
"13293"	"Gammaproteobacteria"	"Proteobacteria"
"13294"	"Gammaproteobacteria"	"Proteobacteria"
"13295"	"Bacilli"	"Firmicutes"
"13296"	"Campylobacteria"	"Campylobacterota"
"13297"	"Campylobacteria"	"Campylobacterota"
"13298"	"Campylobacteria"	"Campylobacterota"
"13299"	"Alphaproteobacteria"	"Proteobacteria"
"13300"	"Gammaproteobacteria"	"Proteobacteria"
"13301"	"Bacteroidia"	"Bacteroidota"
"13302"	"Clostridia"	"Firmicutes"
"13303"	"Gammaproteobacteria"	"Proteobacteria"
"13304"	"Gammaproteobacteria"	"Proteobacteria"
"13305"	"Bacilli"	"Firmicutes"
"13306"	"Alphaproteobacteria"	"Proteobacteria"
"13307"	"Planctomycetia"	"Planctomycetota"
"13308"	"Actinomycetia"	"Actinobacteriota"
"13309"	"Campylobacteria"	"Campylobacterota"
"13310"	"Gammaproteobacteria"	"Proteobacteria"
"13311"	"Gammaproteobacteria"	"Proteobacteria"
"13312"	"Gammaproteobacteria"	"Proteobacteria"
"13313"	"Bacteroidia"	"Bacteroidota"
"13314"	"Bacilli"	"Firmicutes"
"13315"	"Bacilli"	"Firmicutes"
"13316"	"Bacilli"	"Firmicutes"
"13317"	"Bacilli"	"Firmicutes"
"13318"	"Bacilli"	"Firmicutes"
"13319"	"Alphaproteobacteria"	"Proteobacteria"
"13320"	"Alphaproteobacteria"	"Proteobacteria"
"13321"	"Gammaproteobacteria"	"Proteobacteria"
"13322"	"Clostridia"	"Firmicutes"
"13323"	"Planctomycetia"	"Planctomycetota"
"13324"	"Bacilli"	"Firmicutes"
"13325"	"Actinomycetia"	"Actinobacteriota"
"13326"	"Gammaproteobacteria"	"Proteobacteria"
"13327"	"Campylobacteria"	"Campylobacterota"
"13328"	"Fusobacteriia"	"Fusobacteriota"
"13329"	"Actinomycetia"	"Actinobacteriota"
"13330"	"Gammaproteobacteria"	"Proteobacteria"
"13331"	"Gammaproteobacteria"	"Proteobacteria"
"13332"	"Deinococci"	"Deinococcota"
"13333"	"Chlamydiia"	"Chlamydiota"
"13334"	"Bacilli"	"Firmicutes"
"13335"	"Bacilli"	"Firmicutes"
"13336"	"Bacilli"	"Firmicutes"
"13337"	"Gammaproteobacteria"	"Proteobacteria"
"13338"	"Spirochaetia"	"Spirochaetota"
"13339"	"Spirochaetia"	"Spirochaetota"
"13340"	"Gammaproteobacteria"	"Proteobacteria"
"13341"	"Gammaproteobacteria"	"Proteobacteria"
"13342"	"Gammaproteobacteria"	"Proteobacteria"
"13343"	"Bacilli"	"Firmicutes"
"13344"	"Gammaproteobacteria"	"Proteobacteria"
"13345"	"Gammaproteobacteria"	"Proteobacteria"
"13346"	"Gammaproteobacteria"	"Proteobacteria"
"13347"	"Desulfuromonadia"	"Desulfobacterota"
"13348"	"Gammaproteobacteria"	"Proteobacteria"
"13349"	"Gammaproteobacteria"	"Proteobacteria"
"13350"	"Gammaproteobacteria"	"Proteobacteria"
"13351"	"Gammaproteobacteria"	"Proteobacteria"
"13352"	"Gammaproteobacteria"	"Proteobacteria"
"13353"	"Gammaproteobacteria"	"Proteobacteria"
"13354"	"Gammaproteobacteria"	"Proteobacteria"
"13355"	"Gammaproteobacteria"	"Proteobacteria"
"13356"	"Gammaproteobacteria"	"Proteobacteria"
"13357"	"Gammaproteobacteria"	"Proteobacteria"
"13358"	"Gammaproteobacteria"	"Proteobacteria"
"13359"	"Gammaproteobacteria"	"Proteobacteria"
"13360"	"Gammaproteobacteria"	"Proteobacteria"
"13361"	"Gammaproteobacteria"	"Proteobacteria"
"13362"	"Gammaproteobacteria"	"Proteobacteria"
"13363"	"Gammaproteobacteria"	"Proteobacteria"
"13364"	"Bacilli"	"Firmicutes"
"13365"	"Bacilli"	"Firmicutes"
"13366"	"Gammaproteobacteria"	"Proteobacteria"
